sequence,server_id,client_id,ground_speed
1395,19971,19086,100
1396,19972,19087,100
1397,19973,19088,100
1398,19974,19089,100
1399,19975,19090,100
1400,19976,19091,100
1401,19978,19093,100
1402,19979,19094,100
1403,19980,19095,100
1404,19981,19096,100
1405,19982,19097,100
1406,19983,19098,100
1407,19984,19099,100
1408,19986,19101,100
1409,19988,19103,100
1410,19989,19104,100
1411,19990,19105,100
1412,19991,19106,100
1413,19992,19107,100
1414,19993,19108,100
1415,19994,19109,100
1416,19995,19110,100
1417,19996,19111,100
1418,19997,19112,100
1419,19998,19113,100
1420,19999,19114,100
1421,20000,19115,100
1422,20001,19116,100
1423,20002,19117,100
1424,20003,19118,100
1425,20004,19119,100
1426,20006,19121,100
1427,20007,19122,100
1428,20008,19123,100
1429,20009,19124,100
1430,20010,19125,100
1431,20011,19126,100
1432,20012,19127,100
1433,20013,19128,100
1434,20014,19129,100
1435,20015,19130,100
1436,20017,19132,100
1437,20018,19133,100
1438,20019,19134,100
1439,20020,19135,100
1440,20021,19136,100
1441,20022,19137,100
1442,20023,19138,100
1443,20025,19140,100
1444,20027,19142,100
1445,20028,19143,100
1446,20029,19144,100
1447,20030,19145,100
1448,20031,19146,100
1449,20032,19147,100
1450,20033,19148,100
1451,20034,19149,100
1452,20035,19150,100
1453,20036,19151,100
1454,20037,19152,100
1455,20038,19153,100
1456,20039,19154,100
1457,20040,19155,100
1458,20041,19156,100
1459,20042,19157,100
1460,20043,19158,100
1461,20045,19160,100
1462,20046,19161,100
1463,20047,19162,100
1464,20048,19163,100
1465,20049,19164,100
1466,20050,19165,100
1467,20051,19166,100
1468,20052,19167,100
1469,20053,19168,100
1470,20054,19169,100
1471,20056,19171,100
1472,20057,19172,100
1473,20058,19173,100
1474,20059,19174,100
1475,20060,19175,100
1476,20061,19176,100
1477,20062,19177,100
1478,20064,19179,100
1479,20066,19181,100
1480,20067,19182,100
1481,20068,19183,100
1482,20069,19184,100
1483,20070,19185,100
1484,20071,19186,100
1485,20072,19187,100
1486,20073,19188,100
1487,20074,19189,100
1488,20075,19190,100
1489,20076,19191,100
1490,20077,19192,100
1491,20078,19193,100
1492,20079,19194,100
1493,20080,19195,100
1494,20081,19196,100
1495,20082,19197,100
1496,20084,19199,100
1497,20085,19200,100
1498,20086,19201,100
1499,20087,19202,100
1500,20088,19203,100
1501,20089,19204,100
1502,20090,19205,100
1503,20091,19206,100
1504,20092,19207,100
1505,20093,19208,100
1506,20095,19210,100
1507,20096,19211,100
1508,20097,19212,100
1509,20098,19213,100
1510,20099,19214,100
1511,20100,19215,100
1512,20101,19216,100
1513,20103,19218,100
1514,20105,19220,100
1515,20106,19221,100
1516,20107,19222,100
1517,20108,19223,100
1518,20109,19224,100
1519,20110,19225,100
1520,20111,19226,100
1521,20112,19227,100
1522,20113,19228,100
1523,20114,19229,100
1524,20115,19230,100
1525,20116,19231,100
1526,20117,19232,100
1527,20118,19233,100
1528,20119,19234,100
1529,20120,19235,100
1530,20121,19236,100
1531,20123,19238,100
1532,20124,19239,100
1533,20125,19240,100
1534,20126,19241,100
1535,20127,19242,100
1536,20128,19243,100
1537,20129,19244,100
1538,20130,19245,100
1539,20131,19246,100
1540,20132,19247,100
1541,20134,19249,100
1542,20135,19250,100
1543,20136,19251,100
1544,20137,19252,100
1545,20138,19253,100
1546,20139,19254,100
1547,20140,19255,100
1548,20142,19257,100
1549,20144,19259,100
1550,20145,19260,100
1551,20146,19261,100
1552,20147,19262,100
1553,20148,19263,100
1554,20149,19264,100
1555,20150,19265,100
1556,20151,19266,100
1557,20301,19416,100
1558,20302,19417,100
1559,20407,19522,100
1560,20408,19523,100
1561,20439,19554,100
1562,20440,19555,100
1563,20592,19707,100
1564,20593,19708,100
1565,20594,19709,100
1566,20595,19710,100
1567,20603,19718,100
1568,20604,19719,100
1569,20605,19720,100
1570,20606,19721,100
1571,20723,19838,100
1572,20726,19841,100
1573,20731,19846,100
1574,20776,19891,100
1575,20821,19936,100
1576,20834,19949,100
1577,20840,19955,100
1578,20841,19956,100
1579,20842,19957,100
1580,20843,19958,100
1581,20844,19959,100
1582,20845,19960,100
1583,20846,19961,100
1584,20847,19962,100
1585,20848,19963,100
1586,20849,19964,100
1587,20850,19965,100
1588,20851,19966,100
1589,20852,19967,100
1590,20869,19984,100
1591,20870,19985,100
1592,21013,20128,100
1593,21026,20141,100
1594,21027,20142,100
1595,21028,20143,100
1596,21041,20156,100
1597,21042,20157,100
1598,21112,20227,100
1599,21113,20228,100
1600,21114,20229,100
1601,21115,20230,100
1602,21116,20231,100
1603,21117,20232,100
1604,21118,20233,100
1605,21119,20234,100
1606,21120,20235,100
1607,21121,20236,100
1608,21122,20237,100
1609,21123,20238,100
1610,21124,20239,100
1611,21164,20279,100
1612,21360,20475,100
1613,21361,20476,100
1614,21366,20481,100
1615,21367,20482,100
1616,21368,20483,100
1617,21369,20484,100
1618,21370,20485,100
1619,21383,20498,100
1620,21384,20499,100
1621,21385,20500,100
1622,21386,20501,100
1623,21387,20502,100
1624,21414,20529,100
1625,21415,20530,100
1626,21429,20544,100
1627,21445,20560,100
1628,21446,20561,100
1629,21477,20592,100
1630,21760,20875,100
1631,21761,20876,100
1632,21926,21041,100
1633,21927,21042,100
1634,21928,21043,100
1635,21929,21044,100
1636,21930,21045,100
1637,21984,21099,100
1638,21985,21100,100
1639,21986,21101,100
1640,21987,21102,100
1641,22308,21423,100
1642,22309,21424,100
1643,22312,21427,100
1644,22313,21428,100
1645,22314,21429,100
1646,22317,21432,100
1647,22318,21433,100
1648,22319,21434,100
1649,22321,21436,100
1650,22322,21437,100
1651,22323,21438,100
1652,22324,21439,100
1653,22326,21441,100
1654,22327,21442,100
1655,22328,21443,100
1656,22329,21444,100
1657,22331,21446,100
1658,22332,21447,100
1659,22333,21448,100
1660,22334,21449,100
1661,22335,21450,100
1662,22336,21451,100
1663,22337,21452,100
1664,22338,21453,100
1665,22339,21454,100
1666,22340,21455,100
1667,22341,21456,100
1668,22342,21457,100
1669,22343,21458,100
1670,22344,21459,100
1671,22345,21460,100
1672,22346,21461,100
1673,22347,21462,100
1674,22348,21463,100
1675,22349,21464,100
1676,22351,21466,100
1677,22352,21467,100
1678,22353,21468,100
1679,22354,21469,100
1680,22356,21471,100
1681,22357,21472,100
1682,22358,21473,100
1683,22359,21474,100
1684,22361,21476,100
1685,22362,21477,100
1686,22363,21478,100
1687,22366,21481,100
1688,22367,21482,100
1689,22373,21488,100
1690,22374,21489,100
1691,22375,21490,100
1692,22438,21553,100
1693,22439,21554,100
1694,22440,21555,100
1695,22441,21556,100
1696,22442,21557,100
1697,22443,21558,100
1698,22444,21559,100
1699,22445,21560,100
1700,22446,21561,100
1701,22447,21562,100
1702,22448,21563,100
1703,22449,21564,100
1704,22450,21565,100
1705,22451,21566,100
1706,22545,21660,100
1707,22548,21663,100
1708,22549,21664,100
1709,22550,21665,100
1710,22551,21666,100
1711,23029,22144,100
1712,23031,22146,100
1713,23058,22173,100
1714,23071,22186,100
1715,23141,22256,100
1716,23144,22259,100
1717,23146,22261,100
1718,23148,22263,100
1719,23151,22266,100
1720,23152,22267,100
1721,23155,22270,100
1722,23157,22272,100
1723,23160,22275,100
1724,23163,22278,100
1725,23164,22279,100
1726,23165,22280,100
1727,23167,22282,100
1728,23168,22283,100
1729,23170,22285,100
1730,23173,22288,100
1731,23175,22290,100
1732,23177,22292,100
1733,23180,22295,100
1734,23181,22296,100
1735,23184,22299,100
1736,23186,22301,100
1737,23189,22304,100
1738,23192,22307,100
1739,23193,22308,100
1740,23194,22309,100
1741,23196,22311,100
1742,23197,22312,100
1743,23199,22314,100
1744,23202,22317,100
1745,23204,22319,100
1746,23206,22321,100
1747,23209,22324,100
1748,23210,22325,100
1749,23213,22328,100
1750,23215,22330,100
1751,23218,22333,100
1752,23221,22336,100
1753,23222,22337,100
1754,23223,22338,100
1755,23225,22340,100
1756,23226,22341,100
1757,23228,22343,100
1758,23231,22346,100
1759,23233,22348,100
1760,23235,22350,100
1761,23238,22353,100
1762,23239,22354,100
1763,23242,22357,100
1764,23244,22359,100
1765,23247,22362,100
1766,23250,22365,100
1767,23251,22366,100
1768,23252,22367,100
1769,23254,22369,100
1770,23255,22370,100
1771,23257,22372,100
1772,23260,22375,100
1773,23262,22377,100
1774,23264,22379,100
1775,23267,22382,100
1776,23268,22383,100
1777,23271,22386,100
1778,23273,22388,100
1779,23276,22391,100
1780,23279,22394,100
1781,23280,22395,100
1782,23281,22396,100
1783,23283,22398,100
1784,23284,22399,100
1785,23452,22567,100
1786,23453,22568,100
1787,23489,22604,100
1788,23502,22617,100
1789,23527,22642,100
1790,23528,22643,100
1791,23529,22644,100
1792,23530,22645,100
1793,23531,22646,100
1794,23606,22721,100
1795,23607,22722,100
1796,23608,22723,100
1797,23609,22724,100
1798,23610,22725,100
1799,23611,22726,100
1800,23635,22750,100
1801,23910,23025,100
1802,23954,23069,100
1803,23955,23070,100
1804,24094,23209,100
1805,24095,23210,100
1806,24886,24001,100
1807,24895,24010,100
1808,25148,24263,100
1809,25149,24264,100
1810,25150,24265,100
1811,25151,24266,100
1812,25152,24267,100
1813,25153,24268,100
1814,25154,24269,100
1815,25155,24270,100
1816,25156,24271,100
1817,25157,24272,100
1818,25158,24273,100
1819,25159,24274,100
1820,25160,24275,100
1821,25161,24276,100
1822,25162,24277,100
1823,25163,24278,100
1824,25164,24279,100
1825,25165,24280,100
1826,25166,24281,100
1827,25167,24282,100
1828,25168,24283,100
1829,25169,24284,100
1830,25170,24285,100
1831,25171,24286,100
1832,25172,24287,100
1833,25173,24288,100
1834,25174,24289,100
1835,25203,24318,100
1836,25205,24320,100
1837,25322,24437,100
1838,25324,24439,100
1839,25351,24466,100
1840,25364,24479,100
1841,25399,24514,100
